SCORE 201 TIME 100
SCORE 155 TIME 85
SCORE 136 TIME 82
SCORE 131 TIME 75
SCORE 117 TIME 62
SCORE 114 TIME 68
SCORE 113 TIME 76
SCORE 112 TIME 66
SCORE 108 TIME 65
SCORE 103 TIME 59
SCORE 99 TIME 58
SCORE 90 TIME 62
SCORE 87 TIME 47
SCORE 27 TIME 22
SCORE 14 TIME 21
SCORE 10 TIME 25
SCORE 10 TIME 23
SCORE 8 TIME 19
SCORE 8 TIME 23
SCORE 6 TIME 19
SCORE 1 TIME 25



































